Date,Outlet,Movement Type,Reference ID,Comment,Code,SKU,Product Type,Supplier,Avail Changed,Req Changed,Alloc Changed,Pick Changed,Rec Changed,On Ord Changed,Tr Ou Changed,Tr In Changed,Flt Changed,Avail Before,Req Before,Alloc Before,Pick Before,Rec Before,On Ord Before,Tr Ou Before,Tr In Before,Flt Before,Avail After,Req After,Alloc After,Pick After,Rec After,On Ord After,Tr Ou After,Tr In After,Flt After
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Invoice Status updated from Incomplete to Processed,129863,888849000210,Protein Bars,Nutrition Systems Pty Ltd,-2,0,2,0,0,0,0,0,0,1060,0,22,0,0,480,0,0,0,1058,0,24,0,0,480,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Fulfilled items removed from allocation,129863,888849000210,Protein Bars,Nutrition Systems Pty Ltd,0,0,-2,0,0,0,0,0,0,1058,0,24,0,0,480,0,0,0,1058,0,22,0,0,480,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Invoice Status updated from Incomplete to Processed,129721,888849000012,Protein Bars,Nutrition Systems Pty Ltd,-2,0,2,0,0,0,0,0,0,2130,0,121,0,0,0,684,0,0,2128,0,123,0,0,0,684,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Fulfilled items removed from allocation,129721,888849000012,Protein Bars,Nutrition Systems Pty Ltd,0,0,-2,0,0,0,0,0,0,2128,0,123,0,0,0,684,0,0,2128,0,121,0,0,0,684,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Invoice Status updated from Incomplete to Processed,129581,888849000470,Protein Bars,Nutrition Systems Pty Ltd,-2,0,2,0,0,0,0,0,0,147,0,11,0,0,180,0,0,0,145,0,13,0,0,180,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Fulfilled items removed from allocation,129581,888849000470,Protein Bars,Nutrition Systems Pty Ltd,0,0,-2,0,0,0,0,0,0,145,0,13,0,0,180,0,0,0,145,0,11,0,0,180,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Invoice Status updated from Incomplete to Processed,129585,888849000654,Protein Bars,Nutrition Systems Pty Ltd,-2,0,2,0,0,0,0,0,0,93,0,11,0,0,0,0,0,0,91,0,13,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Fulfilled items removed from allocation,129585,888849000654,Protein Bars,Nutrition Systems Pty Ltd,0,0,-2,0,0,0,0,0,0,91,0,13,0,0,0,0,0,0,91,0,11,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Invoice Status updated from Incomplete to Processed,130547,888849000715,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,93,0,0,0,0,60,0,0,0,92,0,1,0,0,60,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Fulfilled items removed from allocation,130547,888849000715,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,92,0,1,0,0,60,0,0,0,92,0,0,0,0,60,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Invoice Status updated from Incomplete to Processed,129916,888849000678,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,34,0,0,0,0,36,0,0,0,33,0,1,0,0,36,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Fulfilled items removed from allocation,129916,888849000678,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,33,0,1,0,0,36,0,0,0,33,0,0,0,0,36,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Invoice Status updated from Incomplete to Processed,130078,888849000234,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,1435,0,0,0,0,0,276,0,0,1434,0,1,0,0,0,276,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Fulfilled items removed from allocation,130078,888849000234,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,1434,0,1,0,0,0,276,0,0,1434,0,0,0,0,0,276,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Invoice Status updated from Incomplete to Processed,131772,888849001538,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,320,0,0,0,0,360,0,0,0,319,0,1,0,0,360,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Fulfilled items removed from allocation,131772,888849001538,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,319,0,1,0,0,360,0,0,0,319,0,0,0,0,360,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Invoice Status updated from Incomplete to Processed,129584,888849000494,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,137,0,33,0,0,0,0,0,0,136,0,34,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Fulfilled items removed from allocation,129584,888849000494,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,136,0,34,0,0,0,0,0,0,136,0,33,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Invoice Status updated from Incomplete to Processed,131611,811213021221,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Fulfilled items removed from allocation,131611,811213021221,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Invoice Status updated from Incomplete to Processed,131612,811213021207,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,55,0,1,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024101,Fulfilled items removed from allocation,131612,811213021207,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,55,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024102,Invoice Status updated from Incomplete to Processed,125437,9400581023473,Creatine,Vitaco BAL,-2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024102,Fulfilled items removed from allocation,125437,9400581023473,Creatine,Vitaco BAL,0,0,-2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024102,Invoice Status updated from Incomplete to Processed,124040,9345856000455,Fat Burners,Global Link Nutrition,-2,0,2,0,0,0,0,0,0,570,0,0,0,0,840,106,0,0,568,0,2,0,0,840,106,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024102,Fulfilled items removed from allocation,124040,9345856000455,Fat Burners,Global Link Nutrition,0,0,-2,0,0,0,0,0,0,568,0,2,0,0,840,106,0,0,568,0,0,0,0,840,106,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024103,Invoice Status updated from Incomplete to Processed,130407,9345856003692,Shaker,Ningbo Tianqi Molding Co. Ltd,-1,0,1,0,0,0,0,0,0,1089,0,0,0,0,4320,72,0,0,1088,0,1,0,0,4320,72,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024103,Fulfilled items removed from allocation,130407,9345856003692,Shaker,Ningbo Tianqi Molding Co. Ltd,0,0,-1,0,0,0,0,0,0,1088,0,1,0,0,4320,72,0,0,1088,0,0,0,0,4320,72,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024103,Invoice Status updated from Incomplete to Processed,129947,9345856003517,Protein Lean and Ripped,Global Link Nutrition,-1,0,1,0,0,0,0,0,0,191,0,0,0,0,256,33,0,0,190,0,1,0,0,256,33,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024103,Fulfilled items removed from allocation,129947,9345856003517,Protein Lean and Ripped,Global Link Nutrition,0,0,-1,0,0,0,0,0,0,190,0,1,0,0,256,33,0,0,190,0,0,0,0,256,33,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024103,Invoice Status updated from Incomplete to Processed,129786,9345856003128,Fat Burners,Global Link Nutrition NZ,-1,0,1,0,0,0,0,0,0,212,0,0,0,0,5000,72,0,0,211,0,1,0,0,5000,72,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024103,Fulfilled items removed from allocation,129786,9345856003128,Fat Burners,Global Link Nutrition NZ,0,0,-1,0,0,0,0,0,0,211,0,1,0,0,5000,72,0,0,211,0,0,0,0,5000,72,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024104,Invoice Status updated from Incomplete to Processed,130224,9400581039894,Protein Natural,Vitaco BAL,-1,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024104,Fulfilled items removed from allocation,130224,9400581039894,Protein Natural,Vitaco BAL,0,0,-1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024104,Invoice Status updated from Incomplete to Processed,131182,BO5576,Shaker,Vitaco BAL,-1,0,1,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,198,0,1,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024104,Fulfilled items removed from allocation,131182,BO5576,Shaker,Vitaco BAL,0,0,-1,0,0,0,0,0,0,198,0,1,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024105,Invoice Status updated from Incomplete to Processed,130346,9400581040128,Vitamins Minerals,Vitaco NL,-3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024105,Fulfilled items removed from allocation,130346,9400581040128,Vitamins Minerals,Vitaco NL,0,0,-3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024106,Invoice Status updated from Incomplete to Processed,131986,713757326216,Pre Workout,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,8,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024106,Fulfilled items removed from allocation,131986,713757326216,Pre Workout,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024106,Invoice Status updated from Incomplete to Processed,132743,9330171020684,Protein Lean and Ripped,Body Science Pty Ltd,-1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024106,Fulfilled items removed from allocation,132743,9330171020684,Protein Lean and Ripped,Body Science Pty Ltd,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024106,Invoice Status updated from Incomplete to Processed,132035,9343518000508,Fat Burners,Flush FitnessPty Ltd,-2,0,2,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,51,0,2,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024106,Fulfilled items removed from allocation,132035,9343518000508,Fat Burners,Flush FitnessPty Ltd,0,0,-2,0,0,0,0,0,0,51,0,2,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024107,Invoice Status updated from Incomplete to Processed,129891,9327260006728,Testosterone Boosters,Body Ripped Pty Ltd,-1,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024107,Fulfilled items removed from allocation,129891,9327260006728,Testosterone Boosters,Body Ripped Pty Ltd,0,0,-1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024108,Invoice Status updated from Incomplete to Processed,132084,9349093000421,Protein Lean and Ripped,ECO Superfoods,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,5,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024108,Fulfilled items removed from allocation,132084,9349093000421,Protein Lean and Ripped,ECO Superfoods,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024108,Invoice Status updated from Incomplete to Processed,132606,9349093000476,Protein Lean and Ripped,ECO Superfoods,-1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024108,Fulfilled items removed from allocation,132606,9349093000476,Protein Lean and Ripped,ECO Superfoods,0,0,-1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024109,Invoice Status updated from Incomplete to Processed,129775,748927051148,Protein Blends,EMI Nutrition Distributors Pty Ltd,-1,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024109,Fulfilled items removed from allocation,129775,748927051148,Protein Blends,EMI Nutrition Distributors Pty Ltd,0,0,-1,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024109,Invoice Status updated from Incomplete to Processed,129275,9323320006608,Vitamins Minerals,Planet Health MG/NO,-1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
20/01/2016 9:51 AM,WarehouseHQ,Invoice,16-00024109,Fulfilled items removed from allocation,129275,9323320006608,Vitamins Minerals,Planet Health MG/NO,0,0,-1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
20/01/2016 9:52 AM,WarehouseHQ,Invoice,16-00024110,Invoice Status updated from Incomplete to Processed,132771,702785105481,Pre Workout,PSI Products,-1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
20/01/2016 9:52 AM,WarehouseHQ,Invoice,16-00024110,Fulfilled items removed from allocation,132771,702785105481,Pre Workout,PSI Products,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20/01/2016 9:52 AM,WarehouseHQ,Invoice,16-00024110,Invoice Status updated from Incomplete to Processed,128562,736211053770,Creatine,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0
20/01/2016 9:52 AM,WarehouseHQ,Invoice,16-00024110,Fulfilled items removed from allocation,128562,736211053770,Creatine,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
20/01/2016 9:52 AM,WarehouseHQ,Invoice,16-00024110,Invoice Status updated from Incomplete to Processed,129479,646511008427,Amino Acids,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
20/01/2016 9:52 AM,WarehouseHQ,Invoice,16-00024110,Fulfilled items removed from allocation,129479,646511008427,Amino Acids,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
20/01/2016 9:52 AM,WarehouseHQ,Invoice,16-00024110,Invoice Status updated from Incomplete to Processed,129581,888849000470,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,145,0,11,0,0,180,0,0,0,144,0,12,0,0,180,0,0,0
20/01/2016 9:52 AM,WarehouseHQ,Invoice,16-00024110,Fulfilled items removed from allocation,129581,888849000470,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,144,0,12,0,0,180,0,0,0,144,0,11,0,0,180,0,0,0
20/01/2016 9:52 AM,WarehouseHQ,Invoice,16-00024111,Invoice Status updated from Incomplete to Processed,130578,760999540290,Fat Burners,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0
20/01/2016 9:52 AM,WarehouseHQ,Invoice,16-00024111,Fulfilled items removed from allocation,130578,760999540290,Fat Burners,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
20/01/2016 9:52 AM,WarehouseHQ,Invoice,16-00024111,Invoice Status updated from Incomplete to Processed,124264,748927050950,Protein Blends,EMI Nutrition Distributors Pty Ltd,-1,0,1,0,0,0,0,0,0,36,0,0,0,0,24,3,0,0,35,0,1,0,0,24,3,0,0
20/01/2016 9:52 AM,WarehouseHQ,Invoice,16-00024111,Fulfilled items removed from allocation,124264,748927050950,Protein Blends,EMI Nutrition Distributors Pty Ltd,0,0,-1,0,0,0,0,0,0,35,0,1,0,0,24,3,0,0,35,0,0,0,0,24,3,0,0
20/01/2016 9:54 AM,Brisbane City,Invoice,16-00024113,Invoice Status updated from Incomplete to Processed,131017,045529589568,Drinks,EMI Nutrition Distributors Pty Ltd,-1,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0
20/01/2016 9:54 AM,Brisbane City,Invoice,16-00024113,Fulfilled items removed from allocation,131017,045529589568,Drinks,EMI Nutrition Distributors Pty Ltd,0,0,-1,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
20/01/2016 9:54 AM,Brisbane City,Invoice,16-00024113,Invoice Status updated from Incomplete to Processed,131441,9345856001025,Shaker,Ningbo Tianqi Molding Co. Ltd,-1,0,1,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0
20/01/2016 9:54 AM,Brisbane City,Invoice,16-00024113,Fulfilled items removed from allocation,131441,9345856001025,Shaker,Ningbo Tianqi Molding Co. Ltd,0,0,-1,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
20/01/2016 9:55 AM,WarehouseHQ,ITO,14736,ITO item 'from' updated,127700,9333051000301,Protein WPI,Next Generation Supplements Pty Ltd,0,0,0,0,0,0,-1,0,0,5,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0
20/01/2016 9:55 AM,Brookvale,ITO,14736,ITO item 'to' updated,127700,9333051000301,Protein WPI,Next Generation Supplements Pty Ltd,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0
20/01/2016 9:55 AM,Ringwood,PO,39098,PO status updated from Incomplete to On-Order,125304,9414789938309,Drinks,Frucor Beverages,0,0,0,0,0,48,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,48,0,0,0
20/01/2016 9:55 AM,Ringwood,PO,39098,PO status updated from Incomplete to On-Order,125543,94128901,Drinks,Frucor Beverages,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
20/01/2016 9:55 AM,Ringwood,PO,39098,PO status updated from Incomplete to On-Order,127510,94129830,Drinks,Frucor Beverages,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0
20/01/2016 9:55 AM,WarehouseHQ,Invoice,16-00024114,Invoice Status updated from Incomplete to Processed,127781,9345856000486,Fat Burners,Global Link Nutrition,-1,0,1,0,0,0,0,0,0,554,0,0,0,0,0,47,0,0,553,0,1,0,0,0,47,0,0
20/01/2016 9:55 AM,WarehouseHQ,Invoice,16-00024114,Fulfilled items removed from allocation,127781,9345856000486,Fat Burners,Global Link Nutrition,0,0,-1,0,0,0,0,0,0,553,0,1,0,0,0,47,0,0,553,0,0,0,0,0,47,0,0
20/01/2016 9:55 AM,WarehouseHQ,Invoice,16-00024114,Invoice Status updated from Incomplete to Processed,129376,9345856003616,Gym Accessories,Shanghai YouEasy Houseware,-1,0,1,0,0,0,0,0,0,18336,0,0,0,0,0,0,0,0,18335,0,1,0,0,0,0,0,0
20/01/2016 9:55 AM,WarehouseHQ,Invoice,16-00024114,Fulfilled items removed from allocation,129376,9345856003616,Gym Accessories,Shanghai YouEasy Houseware,0,0,-1,0,0,0,0,0,0,18335,0,1,0,0,0,0,0,0,18335,0,0,0,0,0,0,0,0
20/01/2016 9:55 AM,WarehouseHQ,Invoice,16-00024114,Invoice Status updated from Incomplete to Processed,129939,129939,Gym Accessories,Beegreen Bags Limited,-1,0,1,0,0,0,0,0,0,15309,0,0,0,0,0,0,0,0,15308,0,1,0,0,0,0,0,0
20/01/2016 9:55 AM,WarehouseHQ,Invoice,16-00024114,Fulfilled items removed from allocation,129939,129939,Gym Accessories,Beegreen Bags Limited,0,0,-1,0,0,0,0,0,0,15308,0,1,0,0,0,0,0,0,15308,0,0,0,0,0,0,0,0
20/01/2016 9:57 AM,Brisbane City,Invoice,16-00024115,Invoice Status updated from Incomplete to Processed,129580,888849002153 ,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0
20/01/2016 9:57 AM,Brisbane City,Invoice,16-00024115,Fulfilled items removed from allocation,129580,888849002153 ,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
20/01/2016 9:57 AM,Brisbane City,Invoice,16-00024115,Invoice Status updated from Incomplete to Processed,130078,888849000234,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,143,0,1,0,0,0,0,0,0
20/01/2016 9:57 AM,Brisbane City,Invoice,16-00024115,Fulfilled items removed from allocation,130078,888849000234,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,143,0,1,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0
20/01/2016 9:57 AM,Brisbane City,Invoice,16-00024115,Invoice Status updated from Incomplete to Processed,129863,888849000210,Protein Bars,Nutrition Systems Pty Ltd,-1,0,1,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,45,0,1,0,0,1,0,0,0
20/01/2016 9:57 AM,Brisbane City,Invoice,16-00024115,Fulfilled items removed from allocation,129863,888849000210,Protein Bars,Nutrition Systems Pty Ltd,0,0,-1,0,0,0,0,0,0,45,0,1,0,0,1,0,0,0,45,0,0,0,0,1,0,0,0
20/01/2016 9:58 AM,WarehouseHQ,ITO,14766,ITO item 'from' updated,131465,888849000517,Protein Blends,Nutrition Systems Pty Ltd,-1,0,0,0,0,0,1,0,0,3,0,0,0,0,8,0,0,0,2,0,0,0,0,8,1,0,0
20/01/2016 9:58 AM,Coburg,ITO,14766,ITO item 'to' updated,131465,888849000517,Protein Blends,Nutrition Systems Pty Ltd,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20/01/2016 10:00 AM,WarehouseHQ,ITO,14767,ITO item 'from' updated,132088,9349093000247,Protein Weight Gainers,ECO Superfoods,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,5,1,0,0
20/01/2016 10:00 AM,Oxenford,ITO,14767,ITO item 'to' updated,132088,9349093000247,Protein Weight Gainers,ECO Superfoods,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20/01/2016 10:00 AM,WarehouseHQ,ITO,14767,ITO item 'from' updated,132089,9349093000223,Protein Weight Gainers,ECO Superfoods,-2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
20/01/2016 10:00 AM,Oxenford,ITO,14767,ITO item 'to' updated,132089,9349093000223,Protein Weight Gainers,ECO Superfoods,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20/01/2016 10:00 AM,Rowville,Invoice,16-00024116,Invoice Status updated from Incomplete to Processed,132554,9345856001155,Pre Workout,Global Link Nutrition NZ,-1,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0
20/01/2016 10:00 AM,Rowville,Invoice,16-00024116,Fulfilled items removed from allocation,132554,9345856001155,Pre Workout,Global Link Nutrition NZ,0,0,-1,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
20/01/2016 10:00 AM,Rowville,Invoice,16-00024116,Invoice Status updated from Incomplete to Processed,131884,9345856001100,Pre Workout,Global Link Nutrition NZ,-1,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,-1,33,0,1,0,0,0,0,0,-1
20/01/2016 10:00 AM,Rowville,Invoice,16-00024116,Fulfilled items removed from allocation,131884,9345856001100,Pre Workout,Global Link Nutrition NZ,0,0,-1,0,0,0,0,0,0,33,0,1,0,0,0,0,0,-1,33,0,0,0,0,0,0,0,-1
20/01/2016 10:01 AM,Castle Hill,Invoice,16-00024117,Invoice Status updated from Incomplete to Processed,129281,347522769924,Fat Burners,Tiger Nutrition Pty Ltd,-1,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,3,0,1,0,0,2,0,0,0
20/01/2016 10:01 AM,Castle Hill,Invoice,16-00024117,Fulfilled items removed from allocation,129281,347522769924,Fat Burners,Tiger Nutrition Pty Ltd,0,0,-1,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0
20/01/2016 10:02 AM,WarehouseHQ,ITO,14768,ITO item 'from' updated,130462,834266008537,Protein Lean and Ripped,EMI Nutrition Distributors Pty Ltd,-1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
20/01/2016 10:02 AM,Rothwell,ITO,14768,ITO item 'to' updated,130462,834266008537,Protein Lean and Ripped,EMI Nutrition Distributors Pty Ltd,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20/01/2016 10:02 AM,WarehouseHQ,ITO,14768,ITO item 'from' updated,130464,834266008575,Protein Lean and Ripped,EMI Nutrition Distributors Pty Ltd,-1,0,0,0,0,0,1,0,0,3,0,0,0,0,6,0,0,0,2,0,0,0,0,6,1,0,0
