"<![CDATA[ &nbsp; - ]]>Show tax separately?","<![CDATA[ &nbsp; - ]]>Visa moms separat?"
"<![CDATA[ &nbsp; - ]]>Show total weight?","<![CDATA[ &nbsp; - ]]>Visa totalvikt?"
"<![CDATA[ &nbsp; - ]]>Show which date?","<![CDATA[ &nbsp; - ]]>Visa vilket datum?"
"Show which value for configurable product names?","Visa vilket värde för konfigurerbara produktnamn?"
"Show which value for product names?","Visa vilket värde för produktnamn?"
"<![CDATA[ &nbsp; - ]]>Show Zipcode barcode?","<![CDATA[ &nbsp; - ]]>Visa streckkod för Postnummer "
"Size attribute","Storleksattribut"
"Size X-pos.","Storlek X-pos."
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'SKU' column","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'Artikelnummer' kolumn"
"SKU Barcode column title","Artikelnummer Sterckkod kolumnrubrik"
"SKU column title","Artikelnummer kolumnrubrik"
"SKU position","Artikelnummer position"
"SKU X-pos.","Artikelnummer X-pos."
"Sort direction :","Sorteringsriktning:"
"Sort items by :","Sortera artiklar efter:"
"<![CDATA[ &nbsp; - ]]>Sort product lists by :","<![CDATA[ &nbsp; - ]]>Sortera produktlistor efter :"
"Sort product lists by :","Sortera produktlistor efter:"
"Sort product lists?","Sortera produktlistor?"
"Start overflow pages where?","Starta ny sidor var?"
"Status","Status"
"Stock Filter","Lagerfilter"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'Stock warning' column","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'Lagervarning' kolumn"
"Subheadings : Color","Underkategori: Färg"
"Subheadings : Font","Underkategori: Font"
"Subheadings : Size","Underkategori: Storlek"
"Subheadings : Style","Underkategori: Stil"
"Supplier' login'","Leverantörsinloggning"
"Supplier attribute","Leverantörsattribut"
"Supplier options","Leverantörsalternativ"
"Supplier username:suppliername","Leverantör användarnamn:leverantörsnamn"
"Tax column title","Moms kolumnrubrik"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'Tick boxes' next to item SKUs?","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>'Kryssarutor' bredvid Artikelnummer?"
"Time","Tid"
"<![CDATA[ &nbsp; - ]]>Titles position","<![CDATA[ &nbsp; - ]]>Titelposition"
"<![CDATA[ &nbsp; - ]]>Top address padding","<![CDATA[ &nbsp; - ]]>Toppadress padding"
"Top of page","Överst på sidan"
"Total price column title","Totalpris kolumnrubrik"
"Truncate items to fit in columns?","Trunkera artiklar så att de passar i kolumnerna?"
"<![CDATA[ &nbsp; - ]]>Under product-list message","<![CDATA[ &nbsp; - ]]>Under produktlista meddelande"
"<![CDATA[ &nbsp; - ]]>Under product-list Message A","<![CDATA[ &nbsp; - ]]>Under produktlista Meddelande A"
"<![CDATA[ &nbsp; - ]]>Under product-list Message B","<![CDATA[ &nbsp; - ]]>Under produktlista Meddelande B"
"Update Order Attribute","Uppdatera Orderattribut"
"Upsize + bold qty, if qty = 2+","Förstora och fetstil om antal = 2 eller fler"
"<![CDATA[ &nbsp; - ]]>Use which image?","<![CDATA[ &nbsp; - ]]>Använd vilken bild?"
"Value","Värde"
"Weight multiplier","Viktmultiplikator"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Weight unit:","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Viktenhet:"
"<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>What is your word for' tax'?","<![CDATA[ &nbsp; &nbsp; &nbsp; &nbsp; - ]]>Vad är ditt ord för' moms'?"
"<![CDATA[ &nbsp; &nbsp; - ]]>X days after printing date?","<![CDATA[ &nbsp; &nbsp; - ]]>X antal dagar efter utskriftsdatum?"
"X-Pos. attr. 2","X-Pos. attr. 2"
"X-Pos. attr. 2 (+ prices col)","X-Pos. attr. 2 (+ priser kolumn)"
"<![CDATA[ &nbsp; - ]]>X-Pos. attr. 2 (+ prices, tax cols)","<![CDATA[ &nbsp; - ]]>X-Pos. attr. 2 (+ priser, moms kolumn)"
"X-Pos. attr. 3","X-Pos. attr. 3"
"X-Pos. attr. 3 (+ prices col)","X-Pos. attr. 3 (+ priser kolumn)"
"<![CDATA[ &nbsp; - ]]>X-Pos. attr. 3 (+ prices, tax cols)","<![CDATA[ &nbsp; - ]]>X-Pos. attr. 3 (+ priser, moms kolumner)"
"X-Pos. custom product options","X-Pos. anpassade produktalternativ"
"<![CDATA[ &nbsp; - ]]>X-Pos. custom product options (+ prices col)","<![CDATA[ &nbsp; - ]]>X-Pos. anpassade produktalternativ (+ priser kolumn)"
"<![CDATA[ &nbsp; - ]]>X-Pos. custom product options (+ prices, tax cols)","<![CDATA[ &nbsp; - ]]>X-Pos. anpassade produktalternativ (+ priser, moms kolumner)"
"<![CDATA[ &nbsp; - ]]>X-Pos. date","<![CDATA[ &nbsp; - ]]>X-Pos. datum"
"X-Pos. images","X-Pos. bilder"
"X-Pos. images (+ prices col)","X-Pos. bilder (+ priser kolumn)"
"<![CDATA[ &nbsp; - ]]>X-Pos. images (+ prices, tax cols)","<![CDATA[ &nbsp; - ]]>X-Pos. bilder (+ priser, moms kolumner)"
"X-Pos. name","X-Pos. namn"
"X-Pos. name (+ prices col)","X-Pos. namn (+ priser kolumn)"
"<![CDATA[ &nbsp; - ]]>X-Pos. name (+ prices, tax cols)","<![CDATA[ &nbsp; - ]]>X-Pos. Namn (+ priser, moms kolumner)"
"X-Pos. qty","X-Pos. antal"
"X-Pos. qty (+ prices col)","X-Pos. antal (+ priser kolumn)"
"<![CDATA[ &nbsp; - ]]>X-Pos. qty (+ prices, tax cols)","<![CDATA[ &nbsp; - ]]>X-Pos. antal (+ priser, moms kolumner)"
"X-Pos. shelf","X-Pos. hylla"
"X-Pos. shelf (+ prices col)","X-Pos. hylla (+ priser kolumn)"
"<![CDATA[ &nbsp; - ]]>X-Pos. shelf (+ prices, tax cols)","<![CDATA[ &nbsp; - ]]>X-Pos. hylla (+ priser, moms kolumner)"
"X-Pos. sku","X-Pos. artikelnummer"
"X-Pos. sku (+ prices col)","X-Pos. artikelnummer (+ priser kolumn)"
"<![CDATA[ &nbsp; - ]]>X-Pos. sku (+ prices, tax cols)","<![CDATA[ &nbsp; - ]]>X-Pos. artikelnummer (+ priser, moms kolumner)"
"X-Pos. SKU barcode","X-Pos. Artikelnummer streckkod"
"X-Pos. SKU barcode (+ prices col)","X-Pos. Artikelnummer streckkod (+ priser kolumn)"
"<![CDATA[ &nbsp; - ]]>X-Pos. SKU barcode (+ prices, tax cols)","<![CDATA[ &nbsp; - ]]>X-Pos. Artikelnummer streckkod (+ priser, moms kolumner)"
"X-Pos. tickbox","X-Pos. kryssruta"
"X-Pos. tickbox (+ prices col)","X-Pos. kryssruta (+ priser kolumn)"
"<![CDATA[ &nbsp; - ]]>X-Pos. tickbox (+ prices, tax cols)","<![CDATA[ &nbsp; - ]]>X-Pos. kryssruta (+ priser, moms kolumner)"
"X-Pos. total price","X-Pos. totalpris"
"<![CDATA[ &nbsp; - ]]>X-Pos. total price (+ tax col)","<![CDATA[ &nbsp; - ]]>X-Pos. totalpris (+ moms kolumn)"
"X-Pos. unit price","X-Pos. enhetspris"
"<![CDATA[ &nbsp; - ]]>X-Pos. unit price (+ tax col)","<![CDATA[ &nbsp; - ]]>X-Pos. enhetspris (+ moms kolumn)"
"X-Pos. unit tax","X-Pos. enhet moms"
"XML/CSV Cargo Packing Sheet","XML/CSV Cargo Packlista"
